"Company ID","Name","Company Domain Name","Website URL","Phone Number","Vertical","Size ","New Tier","Source","LinkedIn Company Page","Lead Status","Lifecycle Stage","Subscription status","Company owner"
"3863694158","CELERITAS","celeritastransporte.com","celeritastransporte.com","34 916 74 62 97","","","","","https://www.linkedin.com/company/celeritas","","","Lead","Ezequiel Lacabanne"
"3863459734","skylinesoftheworld.com","skylinesoftheworld.com","skylinesoftheworld.com","","","","","","","Discarded","","Lead","Guillermo Oller"
"3860103442","buro43.com","buro43.com","buro43.com","","","","","","","","","Trial",""
"3860009406","Patry Jordan","patryjordan.com","patryjordan.com","","","","Tier 3","","","Qualified","","Lead","Guillermo Oller"
"3856148389","gexterno.es","gexterno.es","gexterno.es","","","","","","","","","Lead","Ezequiel Lacabanne"
"3855851593","freak´s Grooming","freaksgrooming.com","freaksgrooming.com"," +34669885038","","","","","","Qualified","Opportunity","Lead","Joan Rovira"
"3855827789","hangargenuino.com","hangargenuino.com","hangargenuino.com","","","","","","","Qualified","Opportunity","Lead","Joan Rovira"
"3845704886","dasilvatrading.es","dasilvatrading.es","dasilvatrading.es","","","","","","","Qualified","","Lead","Guillermo Oller"
"3843818709","Pikolinos","pikolinos.com","pikolinos.com","34 965 68 12 34","","","","","https://www.linkedin.com/company/pikolinos","","","Lead","Ramon Cuñat"
"3840236992","Daniel Espig","danielespig.com","danielespig.com","","Fashion & Footwear","","Tier 3","Inbound","","Discarded","Customer","Canceled","Joan Rovira"
"3840172852","Mondial Relay","mondialrelay.fr","mondialrelay.fr","33320201723","","","","","https://www.linkedin.com/company/mondial-relay","Contacted","","Lead","Ezequiel Lacabanne"
"3840019130","Floraqueen","www.floraqueen.es","be.green"," +34 902 21 04 01","","","Tier 3","Outbound","https://www.linkedin.com/company/floraqueen","Qualified","Opportunity","Trial","Guillermo Oller"
"3839988510","Euncet","euncet.es","euncet.es"," +34 935 476 066","","","","","https://www.linkedin.com/company/euncet","Contacted","","Lead","Ezequiel Lacabanne"
"3831196831","aleyole.com","aleyole.com","aleyole.com","","","","","","","Contacted","","Lead","Guillermo Oller"
"3837847438","Crowdence","crowdence.com","crowdence.com"," +34 668 89 64 20","","","","","https://www.linkedin.com/company/crowdence","","","Lead","Ramon Cuñat"
"3827787686","kumucleaning.com","kumucleaning.com","kumucleaning.com","","","","","","","Qualified","","Trial","Guillermo Oller"
"3826294979","Ejove Laboratory","ejove.com","ejove.com","34928262289","","","Tier 3","","","Discarded","","Lead","Guillermo Oller"
"3796684196","rainbow-go.com","rainbow-go.com","rainbow-go.com","","","","","","","","","Trial",""
"3796139670","Tendam","tendam.es","tendam.es","34 91 387 34 27","","","","","https://www.linkedin.com/company/tendam","","","Lead","Ramon Cuñat"
"3796061384","FactorLibre","factorlibre.com","factorlibre.com"," +34 912 60 67 70","","","","","https://www.linkedin.com/company/factor-libre-soluciones-tecnol-gicas-","","","Lead",""
"3796071218","Bronkey","bronkey.com","bronkey.com","","","","","","","","","Lead",""
"3794168747","ITEM International","itemint.com","itemint.com"," +34 935886231","","","","","https://www.linkedin.com/company/item-international-s.a","","Opportunity","Lead","Guillermo Oller"
"3791652765","B&B Trends","bbtrends.es","bbtrends.es"," +34 902 99 70 53","Consumer Electronics","","Tier 2","Inbound","https://www.linkedin.com/company/b&b-trends-s.l.-daga-","Nurturing","Opportunity","Lead","Guillermo Oller"
"3707554603","Druni","druni.es","druni.es","0034 627434194","Fashion & Footwear","","Tier 2","Outbound","https://www.linkedin.com/company/druni-sa","Nurturing","Lead","Lead","Guillermo Oller"
"3706323817","Espuma a Medida","espumaamedida.com","espumaamedida.com","","","","","Outbound","","Discarded","Lead","Lead","Guillermo Oller"
"3705563964","Photobox","photobox.com","photobox.com","0044 3448543366","","","","Outbound","https://www.linkedin.com/company/photobox","Discarded","Lead","Lead","Guillermo Oller"
"3706561145","RO-BOTICA","ro-botica.com","ro-botica.com","0034 934143581","","","","Outbound","https://www.linkedin.com/company/ro-botica-global-s.l.","Discarded","Lead","Lead","Guillermo Oller"
"3705087091","Imaginarium","imaginarium.es","imaginarium.es","0034 976200264","Childcare","","Tier 2","Outbound","https://www.linkedin.com/company/imaginarium","New","Lead","Lead","Ramon Cuñat"
"3707306981","D. Franklin","dfranklincreation.com","dfranklincreation.com","0034 965 06 36 18","","","","Outbound","https://www.linkedin.com/company/dfranklinofcl","New","Lead","Lead","Ramon Cuñat"
"3702611367","Avarcas Menorquinas","avarcas.com","avarcas.com","0034 679578162","","< 1000","","Outbound","https://www.linkedin.com/company/avarcas-menorquinas","On prospection","Lead","Lead","Ramon Cuñat"
"3707554587","3nutritionpro","3nutritionpro.com","3nutritionpro.com","","","< 1000","","Outbound","","Nurturing","Lead","Lead","Guillermo Oller"
"3705087096","Lékué","lekue.com","lekue.com","0034 935742640","","","","Outbound","https://www.linkedin.com/company/l-ku-","On prospection","Lead","Lead","Guillermo Oller"
"3704831372","Miscota","bilua.com","bilua.com"," +34 933 96 71 72","","> 20K","","Outbound","","New","Lead","Lead","Ramon Cuñat"
"3705329363","Outletmoto.com","outletmoto.com","Outletmoto.com"," +34 935 025 144","","< 1000","","Outbound","https://www.linkedin.com/company/outlet-moto","New","Lead","Lead","Ramon Cuñat"
"3706323643","Lacasatextil.es","lacasatextil.es","Lacasatextil.es","0034 675726099","","","","Outbound","","New","Lead","","Ramon Cuñat"
"3706323638","Barrabes.com","barrabes.com","Barrabes.com","0034 626789261","","","","Outbound","https://www.linkedin.com/company/barrabes-ski-monta%C3%B1a-slu","New","Lead","","Ramon Cuñat"
"3706323640","Proclinic","proclinic.es","proclinic.es","0034 93 264 96 66","Pharma","","Tier 2","Outbound","https://www.linkedin.com/company/proclinic-s-a-","Nurturing","Lead","Lead","Guillermo Oller"
"3703094862","Mascota Planet","mascotaplanet.com","mascotaplanet.com","0034 952820999","Pets","","","Outbound","","Nurturing","Lead","Lead","Guillermo Oller"
"3704616438","Denatural","denatural.es","denatural.es","","","< 1000","","Outbound","https://www.linkedin.com/company/denatural-es","New","Lead","Lead","Ramon Cuñat"
"3703094687","Octilus","octilus.com","octilus.com","0034 911875712","","","","Outbound","https://www.linkedin.com/company/grupo-octilus","New","Lead","Lead","Ramon Cuñat"
"3704831368","P D Paola","pdpaola.com","pdpaola.com","0034 626319397","","< 1000","","Outbound","https://www.linkedin.com/company/p-d-paola","Nurturing","Lead","Lead","Ramon Cuñat"
"3697980144","Intropia","intropia.com","intropia.com","","Fashion & Footwear","","Tier 2","Outbound","https://www.linkedin.com/company/hoss-intropia","Discarded","Lead","Lead","Guillermo Oller"
"3705329360","Pampling","pampling.com","pampling.com","0034 971 577 024","","","","Outbound","https://www.linkedin.com/company/pampling-com","Discarded","Lead","Lead","Guillermo Oller"
"3703593629","The Brubaker","thebrubaker.com","thebrubaker.com","0034 91 011 27 13","","","","Outbound","https://www.linkedin.com/company/the-brubaker","Nurturing","Lead","Lead","Guillermo Oller"
"3702611441","Don Disfraz","dondisfraz.com","dondisfraz.com"," +34986092420","","> 20K","","Outbound","","Nurturing","Lead","Lead","Guillermo Oller"
"3705563963","Pepebar","due-effe.com","due-effe.com","","","","","Outbound","https://www.linkedin.com/company/due-effe","New","Lead","Lead","Ramon Cuñat"
"3697980130","Bulevip","bulevip.com","bulevip.com","0034 911309808","","> 20K","","Outbound","https://www.linkedin.com/company/bulevip-com","New","Lead","Lead","Ramon Cuñat"
"3704121488","Mi tienda de Arte","mitiendadearte.com","mitiendadearte.com","0034 987261113","Furniture","","","Outbound","https://www.linkedin.com/company/mi-tienda-de-arte","New","Lead","Lead","Ramon Cuñat"
"3703593622","Refruiting","refruiting.com","refruiting.com","0034 931 41 63 60","","","","Outbound","https://www.linkedin.com/company/refruiting","New","Lead","Lead","Ramon Cuñat"
"3704831385","Singularu","singularu.com","singularu.com","0034 900 80 45 33","","","","Outbound","https://www.linkedin.com/company/singularu","Contacted","Lead","Lead","Guillermo Oller"
"3707794552","Adolfo Dominguez","adolfodominguez.com","adolfodominguez.com","0034 988398705","Fashion & Footwear","","Tier 2","Outbound","https://www.linkedin.com/company/adolfo-dominguez-s-a-","On prospection","Lead","Lead","Guillermo Oller"
"3703593631","Abacus Coop","abacus.coop","abacus.coop","0034 932 17 81 66","Consumer Goods","","Tier 2","Outbound","https://www.linkedin.com/company/abacus-cooperativa","Discarded","Lead","Lead","Guillermo Oller"
"3707554590","Mascoteros","mascoteros.com","mascoteros.com","","","","","Outbound","https://www.linkedin.com/company/mascoteros","New","Lead","Lead","Ramon Cuñat"
"3707794549","Menorquinas Popa","menorquinaspopa.com","menorquinaspopa.com","","Fashion & Footwear","","","Outbound","","New","Lead","Lead","Ramon Cuñat"
"3707554583","Parfois","parfois.com","parfois.com","0035 1252331377","Jewelry","","Tier 2","Outbound","https://www.linkedin.com/company/parfois","Discarded","Lead","Lead","Ramon Cuñat"
"3705823182","K-tuin","k-tuin.com","k-tuin.com","0034 902 40 44 05","","","","Outbound","https://www.linkedin.com/company/k-tuin-sistemas-inform-ticos","Discarded","Lead","Lead","Ramon Cuñat"
"3707794553","Bimba y Lola","bimbaylola.com","bimbaylola.com","0034 976 236 909","Fashion & Footwear","","Tier 1","Outbound","https://www.linkedin.com/company/bimbaylola","Discarded","Lead","Lead","Ramon Cuñat"
"3704831369","Dos de Arte","dosdearte.com","dosdearte.com","0034 934948396","Furniture","< 1000","","Outbound","https://www.linkedin.com/company/libros-dosde-publishing","Discarded","Lead","Lead","Guillermo Oller"
"3704831364","Jimmy Lion","jimmylion.com","jimmylion.com","","","< 1000","","Outbound","https://www.linkedin.com/company/jimmy-lion","Nurturing","Lead","Lead","Guillermo Oller"
"3705329361","Mam Originals","mamoriginals.com","mamoriginals.com","0034 930171686","","< 1000","","Outbound","https://www.linkedin.com/company/mamoriginals","Discarded","Lead","Lead","Ramon Cuñat"
"3705563957","Party Fiesta","partyfiesta.com","partyfiesta.com","0034 932640934","","","","Outbound","https://www.linkedin.com/company/party-fiesta","Discarded","Lead","Lead","Ramon Cuñat"
"3703342296","Silbon","silbon.es","silbon.es","0034 976 115 002","","> 20K","Tier 1","Outbound","https://www.linkedin.com/company/silbon","Nurturing","Lead","Lead","Guillermo Oller"
"3706075390","Saint-Gobain","saint-gobain.com","saint-gobain.com","0033 147623000","Automotive","","Tier 2","Outbound","https://www.linkedin.com/company/saint-gobain","Nurturing","Lead","Lead","Guillermo Oller"
"3704121414","Tuandco.com","tuandco.com","tuandco.com","0034 617360827","","","","Outbound","https://www.linkedin.com/company/tuandco-s-l","New","Lead","Lead","Ramon Cuñat"
"3703824489","500 Cosmetics","grupomercantis.com","grupomercantis.com","0034 620545823","Cosmetics","< 1000","","Outbound","https://www.linkedin.com/company/grupo-mercantis","New","Lead","Lead","Ramon Cuñat"
"3703824479","We Are Knitters","weareknitters.com","weareknitters.com","0034 913 99 47 31","","","","Outbound","https://www.linkedin.com/company/we-are-knitters","Engaged","Lead","Lead","Ramon Cuñat"
"3703094685","Toy Planet","toyplanet.es","toyplanet.es","0034 914 46 91 33","","","","Outbound","","Discarded","Lead","Lead","Ramon Cuñat"
"3704121403","Valentina Brand","latiendadevalentina.com","latiendadevalentina.com","","","","","Outbound","","Discarded","Lead","Lead","Ramon Cuñat"
"3705563966","Camper","camper.com","camper.com","0034 971 88 81 01","","","","Outbound","https://www.linkedin.com/company/camper","Nurturing","Lead","Lead","Guillermo Oller"
"3703342307","Infowork Technology","infowork.es","infowork.es","0034 902 500 568","Consumer Electronics","","Tier 2","Outbound","https://www.linkedin.com/company/infowork-tecnology","Nurturing","Lead","Lead","Guillermo Oller"
"3705823172","IKEA","ingka.ikea.com","ingka.ikea.com","0034 6108340180","","","","Outbound","https://www.linkedin.com/company/ikea-group","Nurturing","Lead","Lead","Guillermo Oller"
"3707306908","Farmaciasdirect","miotrafarmacia.com","miotrafarmacia.com","0034 902090752","Pharma","","","Outbound","https://www.linkedin.com/company/farmaciasdirect","On prospection","Lead","Lead","Guillermo Oller"
"3702611354","Grupo Cortefiel","grupocortefiel.com","grupocortefiel.com","0034 91 387 34 27","Fashion & Footwear","> 20K","","Outbound","https://www.linkedin.com/company/tendam","Engaged","Lead","Lead","Guillermo Oller"
"3697980132","Muroexe","muroexe.com","muroexe.com","0034 910 46 83 83","Fashion & Footwear","","Tier 2","Outbound","https://www.linkedin.com/company/muro-exe","Nurturing","Lead","Lead","Ramon Cuñat"
"3707794547","Deporvillage","deporvillage.com","deporvillage.com","0034 617 37 93 79","Sport","> 20K","","Outbound","https://www.linkedin.com/company/deporvillage","Qualified","Sales Qualified Lead","Lead","Ramon Cuñat"
"3706323636","Naturseed","naturseed.com","naturseed.com","","","","","Outbound","","Nurturing","Lead","Lead","Guillermo Oller"
"3704353693","Farmacia Barata","farmaciabarata.es","farmaciabarata.es","","Pharma","","","Outbound","https://www.linkedin.com/company/farmaciabarata-es","Nurturing","Lead","Lead","Guillermo Oller"
"3707794567","Douglas Spain","grupobodybell.com","grupobodybell.com","","","","","Outbound","https://www.linkedin.com/company/douglas-spain-s-a-","New","Lead","","Ramon Cuñat"
"3704616433","Microfusa","microfusatienda.com","microfusatienda.com","","","","","Outbound","https://www.linkedin.com/company/microfusa","New","Lead","Lead","Ramon Cuñat"
"3706561137","EfectoLED","efectoled.com","efectoled.com","","","","","Outbound","https://www.linkedin.com/company/grupo-efectoled","Discarded","Lead","Lead","Ramon Cuñat"
"3463083298","Dale Carnegie & Associates Inc.","dalecarnegie.es","dalecarnegie.es","","","","","","https://www.linkedin.com/company/dale-carnegie-training","","","Lead","Ricard Bea"
"3436000828","MayoraStudio","mayorastudio.com","mayorastudio.com","","","","","","","Discarded","","Lead","Guillermo Oller"
"3434654426","sdafactory.com","sdafactory.com","sdafactory.com","","","","Tier 3","","","Contacted","","Lead","Guillermo Oller"
"3431801913","Ruben Lozano","rubenlozano.me","rubenlozano.me","","","","","","https://www.linkedin.com/company/ruben-lozano-me","","","",""
"3431803561","Namerific LLC","doe.com","doe.com","8089716922","","","","","https://www.linkedin.com/company/namerific","","","",""
"3421357139","Vibrashop","vibrashop.es","vibrashop.es","910 23 45 23","","","","","","","Lead","Lead","Ramon Cuñat"
"3419983987","Comansi","comansi.es","comansi.es","933 364 653","","","","","","","","","Guillermo Oller"
"3419969720","Comansi","comansi.com","comansi.com","34 933 36 46 53","","","","","","Discarded","","Lead","Guillermo Oller"
"3414641511","GLS Spain","gls-spain.es","gls-spain.es","34 90 211 33 00","","","","","https://www.linkedin.com/company/gls-spain","","","Lead","Ezequiel Lacabanne"
"3413669406","Paack Holdings Ltd.","paack.co","paack.co","","","","","","https://www.linkedin.com/company/paack-holdings-ltd-","","","Lead","Ezequiel Lacabanne"
"3413391006","Deportes Moya","deportesmoya.com","deportesmoya.com"," +34 914333030","","","","","https://www.linkedin.com/company/deportes-moya","","","Lead","Ramon Cuñat"
"3411933359","Soy.es","soy.es","soy.es"," +34 965689221","","","","","https://www.linkedin.com/company/nicripsia-internet","","","Lead",""
"3411719427","beeasy.es","beeasy.es","beeasy.es","","","","","","","Discarded","","Lead","Guillermo Oller"
"3410799845","jade-botanics.eu","jade-botanics.eu","jade-botanics.eu","","","","","","","","","Trial",""
"3407730501","David Williams-Ellis","dwe.com","dwe.com"," +44 1608 683900","","","","","","","","Lead",""
"3407651624","SEUR","seur.net","seur.net"," +34 958402288","","","","","","","","Lead","Ezequiel Lacabanne"
"3407599142","eComm360","ecomm360.es","ecomm360.es"," +34 933 903 137","","","","","https://www.linkedin.com/company/ecomm360-s-l","","","Trial",""
"3407334324","MyBlackAnchor","myblackanchor.com","myblackanchor.com","","","","","","","","Opportunity","Lead","Guillermo Oller"
"3407302901","FLAMINGO","Flamingosun.com","Flamingosun.com"," +1 956-607-3031","","","","","https://www.linkedin.com/company/flamingosunglasses","","Opportunity","Lead","Guillermo Oller"
"3407259534","Planeta Huerto","planetahuerto.es","planetahuerto.es"," +34 966 37 11 30","","","","","https://www.linkedin.com/company/planeta-huerto","","Customer","Active","Guillermo Oller"
"3401560375","Kiabi","Kiabi.es","Kiabi.es"," +33 359314847","","","","","","","Opportunity","","Guillermo Oller"
"3401345499","onpart.es","onpart.es","onpart.es","","","","","","","Discarded","","Lead","Guillermo Oller"
"3396325110","indrinks.com.ar","indrinks.com.ar","indrinks.com.ar","","","","","","","Discarded","","Lead","Guillermo Oller"
"3396328363","Hannun","hannun.com","hannun.com","0034 667340333","","","","Outbound","https://www.linkedin.com/company/hannun","Nurturing","Opportunity","Lead","Guillermo Oller"
"3394507171","Ternua Group","ternuagroup.com","ternuagroup.com","","","","","","https://www.linkedin.com/company/ternua-group","","Opportunity","Lead","Guillermo Oller"
"3393703674","eShopWorld","eshopworld.com","eshopworld.com","888-407-2590","","","","","https://www.linkedin.com/company/eshopworld","","","Lead","Ezequiel Lacabanne"
"3388249506","T4XI","t4xi.com","t4xi.com","(+34) 934 675 052","","","","","https://www.linkedin.com/company/t4xi","","","",""
"3384927333","SprayPlanet","sprayplanet.es","sprayplanet.es","","","","","","","","","Lead","Ramon Cuñat"
"3384915174","Gioseppo","gioseppo.com","gioseppo.com"," +34 963 106 424","","","","","https://www.linkedin.com/company/gioseppo","Contacted","","Lead","Guillermo Oller"
"3384410587","UNOTEC","tec1.es","tec1.es"," +34 913588282","","","","","https://www.linkedin.com/company/tech1","","","Lead","Ramon Cuñat"
"3384391868","Massana","massana.es","massana.es"," +34 937569270","","","","","https://www.linkedin.com/company/centrotextilmassana","","","Lead","Ramon Cuñat"
"3384364340","KOROSHI GROUP","koroshi.tv","koroshi.tv"," +34 937984446","","","","","https://www.linkedin.com/company/koroshi-group","","","Lead","Ramon Cuñat"
"3384358031","almaceneshermosilla.com","almaceneshermosilla.com","almaceneshermosilla.com","","","","","","","","","Lead","Ramon Cuñat"
"3384339277","Material Estetica","materialestetica.com","materialestetica.com"," +34 972 109 109","","","","","https://www.linkedin.com/company/material-estetica","","Opportunity","Lead","Guillermo Oller"
"3384306259","Delivera Express","delivera.com","delivera.com","8669159465","","","","","https://www.linkedin.com/company/delivera-express","","","",""
"3383932412","SCALPERS","scalperscompany.com","scalperscompany.com","","","","","","https://www.linkedin.com/company/scalpers","","","Lead","Guillermo Oller"
"3383411090","LUXENTER","luxenter.com","luxenter.com"," +34 914110691","","","","","https://www.linkedin.com/company/luxenter","Qualified","Opportunity","Lead","Guillermo Oller"
"3383018560","EDeusto","edeusto.es","edeusto.es"," +34 944 35 61 61","","","","","","Nurturing","","Lead","Guillermo Oller"
"3382331946","Outlet PC","outlet-pc.es","outlet-pc.es"," +34 933 17 04 46","","","","","https://www.linkedin.com/company/barebone-sl","","","Active",""
"3380483247","benito","benito.com","benito.com","34 93 852 10 00","","","","","https://www.linkedin.com/company/benito-urban","","","Lead","Guillermo Oller"
"3380474191","carandell.com","carandell.com","carandell.com","","","","","","","","","","Guillermo Oller"
"3380428032","DABA","daba.es","daba.es","","","","","","https://www.linkedin.com/company/daba-s-a-","","","Lead","Ramon Cuñat"
"3380352969","Estrella Galicia","estrellagalicia.es","estrellagalicia.es"," +34 952 38 89 11","Food & drinks","","Tier 1","Outbound","http://linkedin.com/company/hijos-de-rivera-inversiones-corporativas-s.l.","Qualified","Sales Qualified Lead","Lead","Joan Rovira"
"3376164698","royalbronze.com","royalbronze.com","royalbronze.com","","","","","","","Discarded","","Lead","Guillermo Oller"
"3371575543","SERDYMA SOLUCIONES SL","serdyma.com","serdyma.com","34 916214007","","","","","","","","Lead","Guillermo Oller"
"3370294674","Imprex Europe S.L.","imprexeurope.com","imprexeurope.com"," +34 916421979","","","","","https://www.linkedin.com/company/imprex-europe-s.l.","","Opportunity","Lead","Guillermo Oller"
"3366568642","Endado","endado.com","endado.com","0034 916 61 02 06","","> 20K","","Outbound","https://www.linkedin.com/company/endado-com","Discarded","Opportunity","Lead","Guillermo Oller"
"3366516197","BUFF","buff.com","buff.com","","","","","","https://www.linkedin.com/company/original-buff-s-a-","Qualified","Opportunity","Lead","Guillermo Oller"
"3365749995","lacasadelasgorras.com","lacasadelasgorras.com","lacasadelasgorras.com","","","","","","","","","Lead","Ramon Cuñat"
"3366249579","fitnessdigital","fitnessdigital.com","www.fitnessdigital.com"," +34 945011043","Sport","","Tier 2","Outbound","https://www.linkedin.com/company/fitnessdigital.com","Qualified","Opportunity","Lead","Joan Rovira"
"3364413887","Alohas Sandals","alohassandals.com","alohassandals.com"," +34 935 25 42 77","","","","","https://www.linkedin.com/company/alohas-sandals","Qualified","Opportunity","Lead","Guillermo Oller"
"3363960486","Friki","friki.es","friki.es"," +34 943 42 59 62","","","","","","","","Active",""
"3363959263","Zeleris","zeleris.com","zeleris.com","34 902 16 26 46","","","","","https://www.linkedin.com/company/zeleris","","","Lead",""
"3363955633","Enrique Tomás","enriquetomas.com","enriquetomas.com","34 933 83 84 85","","","","","https://www.linkedin.com/company/enrique-tomas","","","Active",""
"3362055427","NADIPRANA SL","zumononi.com","zumononi.com"," +34 977610578","","","","","","","","Active",""
"3359097220","comprarcarnegallega.es","comprarcarnegallega.es","comprarcarnegallega.es","","","","","","","","Opportunity","Trial","Pia Alva (Deactivated User)"
"3357560282","TURYELECTRO GALICIA, S.L.","turyelectro.com","turyelectro.com"," +34 986339556","","","","","","","","Lead","Ramon Cuñat"
"3357554956","PrestaQuality","prestaquality.com","prestaquality.com","","","","","","","","","Lead","Ezequiel Lacabanne"
"3356541415","Endado","Endado.es","Endado.es","","Automotive","","Tier 1","Outbound","https://www.linkedin.com/company/endado-com","","Lead","Lead","Guillermo Oller"
"3356502272","VENCA","venca.es","venca.es"," +34 938 140 909","Fashion & Footwear","","Tier 1","Outbound","https://www.linkedin.com/company/venca_2","Qualified","Sales Qualified Lead","Lead","Joan Rovira"
"3353855056","hillnapper.com","hillnapper.com","hillnapper.com","","","","","","","","","Lead",""
"3351685973","Kriim Natural Cosmetics","kriim.com","kriim.com","","","","Tier 3","","https://www.linkedin.com/company/kriim-natural-cosmetics","","Opportunity","Lead","Guillermo Oller"
"3351774281","paceways.com","paceways.com","paceways.com","","Food & drinks","","Tier 3","Inbound","","Discarded","Sales Qualified Lead","Trial","Joan Rovira"
